overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
5.0,True,"07 20, 2013",A3A63QC9IYBV0D,B000FBJBA4,,Avid Reader,"When a misfit daughter is sent of to learn in a safe out of the way setting all heck breaks loose.
Elizabeth Moon sucks you in and before you are aware of it you're cheering the kid on, and then realizing she's not really a misfit kid, but just someone that needed a chance to prove herself.

I wondered if I could handle things as well as the Vatta daughter did.","It may be set in space, but the characters were down to earth",1374278400,,
4.0,False,"06 2, 2013",A10QP4P3JJVT00,B000FBJBA4,,TheOneTree,"No Spoilers...

This is the second time that I've had the pleasure of reading 'Trading in Danger' and I must admit I loved it as much, if not more than when I read it for the first time. In thinking this, I realise that it is most probably because the first time - if I recall aright - I practically devoured the book in one sitting! This time I had the time to savor and enjoy all of Ms. Moon's nuances in her storytelling; And good story-telling at that.

What I liked: As any good book does, this one starts off with intrigue in the very first paragraph. What's great about the story is that the intrigue never stops. It may slow, or even hit a bit of a lull, but there's more than enough going on that you just HAVE to know what's going to happen next... or how will that problem be overcome; or even can it be overcome? I liked that very much.

(Sorry if this review is a little hurried, but I'm hanging out to get into my library to see if I have book two, or if I loaned it from the library. If the former, then YAY, if the later, then I do so hope I can afford the eBook on Amazon. *sigh*)

What I didn't like: Not a thing.

Oh, as per usual, editing: My recall of the editing was that I found nothing wrong. No spelling mistakes, or grammatical gaffs at all - and I was reading it at an unusually slow pace... for me.

So please, do yourself a favour, if you haven't had the privilege of reading one of Ms Elizabeth Moon's stories, grab this one, cop a squat someplace and enjoy!

Bon Apetite!",Page turner!,1370131200,,
3.0,False,"03 11, 2013",A4SD8F79JBYG2,B000FBJBA4,,Kat Hooper,"Originally posted at FanLit.

""Of course we didn't do autopsies. We know exactly what killed them -- I killed them!""

Kylara Vatta, daughter of the head of the most prestigious shipping empire in the universe, didn't want to follow in her family's footsteps -- trading is boring and Ky wants adventure and her own life outside of her family's control. So she opted for a military career. But with only a few months left in the officer's academy, she was set-up, betrayed, kicked out, and publicly shamed. When she returns home in disgrace, Vatta Transport is happy to have her back in the fold. Her first assignment is to captain a derelict spaceship straight to the junkyard, but Ky has Vatta blood in her veins and can't pass up an advantageous business opportunity that arises unexpectedly. When this leads her into various forms of danger, and when scammers and mutineers think they can take advantage of the young and inexperienced captain, Ky finds that her time spent in the military academy wasn't wasted after all.

Trading in Danger is the first installment of Elizabeth Moon's VATTA'S WAR military science fiction epic. I don't think this series will appeal to everybody, but it happened to hit a sweet spot for me. I like Kylara Vatta, an intelligent ethical rules-bound military officer with a soft heart who, due to her new circumstances, is beginning to discover that she has a rebellious streak, not to mention a disconcerting appreciation for quickly solving problems with violence. Ky is a little passive and occasionally bewildered in this installment, but this is her first adventure. I'm assuming that Moon plans to show us some growth in this area as Ky begins to adapt to her new lifestyle. Kylara's crew and family members are also likeable -- especially elderly Aunt Grace who bakes unappetizing but invaluable fruitcakes.

The plot is engaging, unpredictable and mostly quick-moving though some of the dialog gets repetitive as Ky explains what's going on to multiple characters who show up at different times. I enjoyed the focus on transportation, though this may be a personal thing. My husband runs a small freight logistics company, so there's a lot of talk about contracts, cargo, carriers and consignees in my little world, and I was fascinated by how this might scale up to apply to an entire universe. Surprisingly, this was one of my favorite aspects of the story but, again, that's just me. (It would be such an awful pun to say ""your mileage may vary"" so I won't.)

Trading in Danger is ""soft"" science fiction, or ""space opera"" -- it's a little fluffy, focusing on drama and political intrigue, not physics. There's talk about FTL drives and ansibles (there's a nod to Ursula K. LeGuin), but no explanation of how they work. I love physics but have to admit that I get bored by long dry theoretical or technical discussions of astrophysics and quantum mechanics. Trading in Danger is a quick and easy read for when you're in the mood for some non-challenging science fiction. It ends on an intriguing note -- Ky has some difficult choices to make about her relationship to her family business. Should she stay with Vatta or go rogue? Whatever, I'm still on board and ready for the ride.

I'm listening to VATTA'S WAR in audio format. These were produced in 2008 by Tantor Audio and are read by Cynthia Holloway who does a nice job. I like her voice and she inflects the narrative perfectly (though she always mispronounces the word ""peripheral""). I recommend the audio version.",Appealing space opera,1362960000,,
5.0,True,"01 1, 2013",A1LIWPBLK509O,B000FBJBA4,,Linda Sue,"This is a story where the female protagonist finds strength within her she didn't know she had.  She tries to help a fellow student at the military academy who turns on her and ends up being a scapegoat.  She is forced  to resign from the military academy.  In order to get her away from the bad press, her father sends her on a broken down transport that's headed for the scrap yards.  There are adventures along the way and our unwitting captain gets caught up in a galactic war, putting her in untenable situations from which she draws on her experience and military training to save her ship and her crew.",Good story,1356998400,,
4.0,True,"10 15, 2012",A2LVVTL4XBSZRT,B000FBJBA4,,Hugh,"I really enjoyed Moon's Vatta's War. I find it very relaxing Space Opera. She really digs into the characters and things I would normally consider mundane, but Moon makes it fascinating.",Solid Space Opera,1350259200,,
5.0,False,"10 3, 2012",A2JU2NO18G60VU,B000FBJBA4,,J. A. Afzelius,"I just recently got into military sci-fi by accident when I picked up&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Outsystem-An-Aeon-14-Novel-Volume-1/dp/1477651527/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Outsystem: An Aeon 14 Novel (Volume 1)</a>&nbsp;without realizing what I was getting myself into. I loved it so much I went looking for other books by type and found this one.

Wow am I glad I did. I'm always looking for a new series and from my fantasy reading days I recognized Elizabeth Moon. I hadn't realized she wrote books like this.

I loved this one and can't wait to pick up the others in the series. It has everything that you could want. A great, strong heroine, action, lovely dialogue and a great story.

If your on the fence about this sort of purchase, I say buy it now. You won't be disappointed.","Great Adventure, plot and characters.",1349222400,,
4.0,True,"05 20, 2012",A2GH8LYNLQSE3F,B000FBJBA4,,Richard Jackson,"Anyone who has read much science fiction must be familiar with the stories which begin with a young officer on his or her first assignment facing unexpected challenges and rising to meet them brilliantly.

""Trading in Danger"" is yet another of this ilk. Unlike the others though the plot is 98% slow development, the heroine is mostly having to react to events and we are in her mind as she weighs options and makes decisions. There are but two fight scenes, both small melees.

The writing is good and despite the slowish pace, carried me along. I shall get the next in this series.",Good Writing Makes up for Lack of Action,1337472000,,
5.0,False,"02 20, 2012",AG3D4EWE8N2P4,B000FBJBA4,,Amazon Customer,"Just spent a few days, pretty much non-stop, re-reading this series, because I had remembered it was so good, and I was not disappointed.  Each one of the five volumes could stand alone, but each built on the prior volumes and sustained and increased the force and momentum of the story. Good character development and interesting, realistically portrayed characters that you could relate to and be interested in, well-thought out, exciting plot, enjoyable writing style and an easy read; the right balance between believable technology, inter-personal relationships, and adventure. All in all, this series is a very exciting and satisfying read that makes you wish for more books about the adventures of Kylara Vatta.",The first volume of a very interesting and exciting five volume series.,1329696000,,
4.0,True,"07 16, 2011",A3V7EF2714BECG,B000FBJBA4,,Doc Katz,"Ms Moon has created a heroine who is very believable. Ky is a 21-year old woman whose life plans go awry and she is sent away from home. She sees it as a punishment, not fully aware that her father sees it as sending her to safety. As her father expects she takes risks, risks that lead trouble to her. Ky is a flawed complex character who I found myself not only rooting for but also identifying with, and this lead to trouble putting the book down. If you're looking for a good read but not one long on scientific facts (a space western of sorts), then this is the book for you.
Even though I gave it four stars, I would have liked better to give it 4 1/2 (I reserve 5 stars for books that inspire me to be a better person) because it is really good non-stop page turning adventure.",Very Interesting,1310774400,,
4.0,True,"09 16, 2010",A2XX88OMNSFB5Y,B000FBJBA4,,Thomas J. Davis,"I have been reading Elizabeth Moon's military SF ever since I discovered Once a Hero by her some years ago. If there is any criticism I have, it is that the male characters in her books are strictly spear-carriers and are never dominant players in the story.

Overall though, this is an excellent book.",A Great Start to a Great Series!,1284595200,,
3.0,False,"08 25, 2010",A2GBJQ9THOYDAJ,B000FBJBA4,,Michael K. Smith,"Kylara Vatta is just about to graduate at the top of her class from her planet's space academy when her helpful nature is taken advantage of by a younger cadet with a grudge against the military. Exactly what happened, and why it's a Bad Thing, is never really explained, but Ky ends up taking the heat and is thrown out. Luckily (or not), she's the younger daughter of a wealthy space mercantile company and her father and uncle pack her off on a routine voyage -- her first command, though a very small one -- to remove her from the public eye and the reach of the media. And, since she's a Vatta, her elders are pretty sure she'll stray from the job they gave her in search of trade and profit, since they all did the same thing their first time out. Sure enough, Ky and her ship and her small crew (the senior members of whom have been given a certain amount of babysitting to do) take on a contract that leads them off their assigned mission, and into a suddenly erupting war zone. And the action proceeds from there, more or less satisfactorily, most of the time. Moon has a military background herself and is quite capable of producing headlong adventure with strong female characters (the Deed of Paksenarrion trilogy comes to mind), but this one seems rather bland, somehow. The style is meant to be introspective from young Ky's point of view -- will she ever get people to take her seriously? -- but comes off being superficial, somehow. There's no real science here, either, the technology of FTL and all that being passed over in jargon, but that's a tradition in SF juveniles. So while this is a perfectly readable way to spend a Saturday afternoon, it's not at all memorable and not even close to the author's best.",Not really up to Moon's standards,1282694400,,
4.0,False,"11 25, 2009",A174P9KKDTL25G,B000FBJBA4,,Jvstin,"Although I am a fan of space opera, I've improbably managed to avoid reading the novels of Elizabeth Moon until now. A friend finally convinced me to take the plunge, and begin here, with her first Vatta novel.

I am glad that I did.

Set in a space opera universe of FTL travel, ansibles for FTL communication, and a balkinized polity of trading planets, pirates, mercenary companies and more, Trading in Danger is the story of Kylara (Ky) Vatta. Unlike her trading oriented family, she's more interested in a military career. This career path goes off the rails in the first chapter of the book, as she is cashiered out of the military academy for what seemed to be an innocent attempt to help a fellow classmate.

Scandalous!  Her family decides that a change of scenery and away from the media lights of her home planet of Slotter's Key. The Glennys Jones is one of the oldest ships in the Vatta trading fleet and due for scrap. Send Ky to captain the falling-apart ship for one last mission, with the end point of the mission having the ship being scrapped on a distant planet, and have her charter transportation back home for her and her crew. In the meantime, the scandal will have been forgotten

Simple, right?

Although she assiduously avoided joining the family business to this point, Ky cannot resist the chance to make some ""trade and profit."" And in the quest for that, winds up in an unfamiliar solar system that is just about ready to break out into civil war...

Moon is the sort of space opera writer that reminds me of Bujold in many ways. The technical details are plot oriented and relatively general in their details. Readers looking for lovingly thought out technical details of an FTL drive are going to be disappointed here. The technological details here serve character development and plot. And it is there, especially the character development, that Moon shines. Ky is a fully formed and envisioned three dimensional character, who has strengths, weaknesses, personality and who grows and changes in the course of the novel. Even when she does the wrong thing (for the right reasons), she is a sympathetic viewpoint character and Moon makes her the hard core of the novel. Her secondary characters are also well drawn as well, and contrast well against Ky, ranging from her family, to her crew, to those she tangles with in the course of her story.

The pacing is a bit slow as far as the action goes, its clear Moon is more interested in character development and starting the building of her world here than anything else. I was never precisely bored, but there are stretches that are less action packed than others. I also suspect that there might have been a larger book here that Moon decided to trim. Some subplots and ideas are mentioned and dropped in, but not fully explored. This may be a case of Chekov's Law, as applied to subsequent novels.

Speaking of subsequent novels, despite the relatively minor detractions, I definitely be looking to continue to read Ky's story in the subsequent novels in this series.",Solid Character-based Space Opera,1259107200,,
4.0,False,"08 30, 2009",ANEDXRFDZDL18,B000FBJBA4,,Serene Night,"Ky is a rich young girl who is bounced out of the academy for a far-fetched mistake, and then sent home to work for her parents who own a shipping business. Given a seemingly easy task of delivery a ship to the wreckers, Ky decides instead to save the ship and try to repair/purchase it with the funds she makes trading on the way. During this time she picks up a few marooned spacers who cause trouble and which results in some all new problems and opportunities.

I felt this story started off very weakly. I almost did not continue because I found the scenario at the academy incredibly silly and far-fetched. If she's going to get kicked out, I would've preferred it for an actual mistake, rather than because something someone beyond her control did... It seemed like the author was afraid to make her character less than perfect.  Also it seems like it's always MEN who mess with Ky.  This happens several times in the book.  It got a bit old.

Ky herself is a bit of a Sue. Everywhere she goes people comment on her age, and precociousness. Also, there is a distinct lack of decent young male characters. They are either irrational (like her ex boyfriend, the marooned youngster, or the guy who gets her kicked out), or older. The villains are a bit one dimensional. Although Ky herself acknowledges she was a spoiled brat, she refuses to try to be diplomatic in the way she handles the spaceship captain who was her 'journeyman' mentor. I felt that Ky continued to be a bit of a brat in the way she had dealt with this man.

On the plus side, I felt these stories were very adventurous. I found myself enjoying the tale more and more... And purchased the next one to find out what happens next.","Weak start, lead a bit of a sue....",1251590400,,
4.0,False,"11 28, 2008",A3H2CKTFZ3B3GD,B000FBJBA4,,Brian Hawkinson,"I picked up Trading in Danger on a whim, more because it was available rather than because I wanted to read something by Moon.  In fact I really had no inclination to even try and read anything by Moon.  Not because I didn't like her writing, or heard bad things.  Nope, I just hadn't heard anything about her.  I was ignorant.  So I couldn't have been more happy to find that I enjoy Moon's style of writing and ability to truly create a real and believable story.

Moon writes straight to the point.  There are no pages long diatribes and/or explanations that do nothing more than bog a story down.  Don't get me wrong.  If done correctly, that can work.  Neal Stephenson comes to mind.  But it can fail just as often as it could work.  Neal Stephenson comes to mind.  But with Moon she is to the point, there is no beating about the bush.  we don't have to read through a hundred pages to cover a span of 2 weeks, but mere sentences would suffice in summing up all that was important and relay it to the reader, all the while not cheapening the storyline.

Ky is an altogether believable character, one that I at times admired and cheered along, feeling as though I were going through the motions of a first time captaincy.  Her interactions with Gary and Quincy and the other officers and staff was not forced or unbelievable, but accurate (seemingly at least, after all I have never been on a space ship) and to the point.  Her interactions with her family were honest and heartfelt, and I couldn't but nod my head in recognition of her family life.

I am gushing a bit about Moon's Vatta series in part because I had not expected anything when I stumbled upon her book.  Without expectations I was left to enjoy her book for what it was.  And I did truly do that.  Will I think differently of the other books in her series when I get around to reading them?  I might just so, only because I now have an expectation.  A definite recommend on both the series and the author.

4.5 stars.","Believable and real, to the point Moon is...",1227830400,,
3.0,False,"09 29, 2007",A1E8CYZ5HN0IFC,B000FBJBA4,,Evan the Dweezil,"This was a slow dense read.  While it was very well written, Trading in Danger felt like a short story with a lot of boring business exposition thrown in to pad it out to novel length.

I've never read anything by this author before, but the more I look into her backlist, I see that this book is a retread. I'm going to read the next one because I've already bought it.

Ky is a likable enough character who spends too much time in her head.  No one else sticks out.  The bureacracy Ky is up against is the most interesting antagonist.

I sincerely hope the next volume is better.",Middle of the road,1191024000,,
4.0,False,"06 24, 2005",A21NVBFIEQWDSG,B000FBJBA4,,Armchair Interviews,"Kylara Vatta is the only daughter in a family of sons. Rather than follow the path of successful insterstellar commerce that the family has built through generations, she chooses to attend her planet's Naval Academy. About to graduate near the top of her class, she instead is forced to resign in disgrace when a good deed done for an underclassman is used to embarrass the academy and the space force. This is a pattern for Ky, many of her good deeds - which are truly good, seem to be punished, rather than rewarded.

The family decides that the media attention is unwanted and solves the problem by putting Ky in charge of one of the family's oldest ships. She is to captain the ""Glennys Jones"" on a final trading journey and then sell her for scrap. What Ky doesn't know is that this is a rite of passage that other family members, including her father, have gone through before her.

Ky's father and uncle are betting that, like family members before her, she will find a way to ""trade and profit"" that will enable her to refit the ship, bring her up to standards, and save her from the scrap heap. The family instincts are correct. Ky is well on her way to turning a profit on tractors on an independent contract when she suddenly finds herself in the middle of a civil war.

Her ship and crew are threatened, her intentions are misunderstood, and she finds herself forced by mercenaries involved in the civil war to take on passengers who turn out to be captains and senior crew from other civilian ships who happened to be in system when the war broke out.

Ky now finds herself dealing with a mutiny that threatens her life, her ship, and her crew. The sabotage which threatens her life, ship, and crew, brings a discovery of resources she never know she had, including a mysterious ship model she was given as she left the Academy in disgrace.

Trading in Danger by Elizabeth Moon is an easy-to-read, believable, fast- paced novel that helps you to believe that good can really and finally triumph over evil.",Helps you believe in good triumphing over evil!,1119571200,,
5.0,False,"08 13, 2004",A1MC6BFHWY6WC3,B000FBJBA4,,D. Blankenship,"Being a Moon fan, I was delighted to see the start of another series.  I found this to be a pleasant read, with wonderful character developement and Moon's strange ability to make even the mundane interesting.  I love her details.  I note that several reviewers were whinning about absolutely no sexual content.  I actually found this to be rather refreshing for a change.  Like Moon's Paks, the author spends time examining moral issues, ethics, etc.  Her characters are simply human, with all that entails.  This is nice.  I am not a big ""fiction space fan,"" prefering fantasy and history, but I did enjoy this one and am looking forward to the following books. Ms. Moon is one of our more gifted authors/story tellers.  I still wish Paks would ride back into her mind, but until then, this story line will certainly do.  Thank you Ms. Moon.",ANOTHER GOOD ONE FROM MOON,1092355200,,
4.0,True,"04 15, 2004",A28DAU0QEBNM78,B000FBJBA4,,Bug Finder,"I made a mistake of starting this book on a work day.  It is pushing noon, and 2 Starbucks later, not my normal brand of coffee, but I needed the kick., and I am finally awake.  I only had 2 hours of sleep last night.  The good news is that I did finish the book.
This book does much more then lay a foundation for a new series.  It is a very good read in its own right.
Like many other of Ms. Moon's books, the protagonist starts at the beginnig of her military career.  The context is different then for either Esmay's or Paks'.  The context is very consistent with what I would expect for a young merchant ship officer with a significant chunk of military acadamy training.
The hook used to move her from the military acadamy back to the family business is the only real weak piece of the yarn, but it does not distract from it.
It is going to be dificult to wait for the sequel, scheduled for this fall.",Warning -  This Book is a page turner,1081987200,,
5.0,True,"03 2, 2004",A1SYDEEO0ZVL2P,B000FBJBA4,,Wilford Tibbetts,"Before this book, I had never read an Elisabeth Moon novel.  I got so engrossed in this novel. Loved the story line and characters and can't wait to see what happens next to Captain Kylara Vatta and Crew.  It was a little thin, but I'm hoping there will be more pages worth in the next book of this series.

I give ""Two Thumps-up""!  Well done!  Bring on more of Kylara Vatta,  her ship, and her crew!",Excellent!  Simply excellent!,1078185600,,
3.0,False,"02 20, 2004",A2XXV9HF169LCF,B000FBJBA4,,A. Trotter,"Having read Moon's ""Deed of Paksenarion"" trilogy, ""Remnant Population"", ""The Speed of Dark"" and some of her short stories, this was - something of a disapointment.
The main character is irritating, in some ways; the actions and thoughts of everyone around her are overly focused on her. This may be an author's way of emphasizing what an extrordinarry person she is not through her own words but through the thoughts of others; if this is so then it's overkill and boggs down what it's supposed to help.
She's yet another adventuresome girl with military training from a rich family who has ""destined for great adventure"" written all over her, in size 72 bold font. This isn't so much a story in it's own right as it is a prelude to the story of this girl's life, off in space with her own ship to adventure.
Still, it's Elizabeth Moon, and I'll read the next books and follow her adventures. It's bound to get better, and I've certainly read many worse.","Below her usual, still above most everyone else",1077235200,,
4.0,False,"01 28, 2004",ASB8CT8IJHR28,B000FBJBA4,,Amazon Customer,"In this book, Moon creates another strong female lead with a military background.  However, she takes her someplace a little different than Harris and Esmay.  Having read all of her previous books, I was pleasantly surprised that the usual plot twists had unusual resolutions.  The characterization is good, but the plot moves a little slowly for my taste.  All in all, the high quality entertainment that I expect when I pick up a Moon book, but not such a spectacular story as to merit five stars.",Moon delivers as usual,1075248000,,
4.0,False,"01 23, 2004",A2BZCHIDR5FTYA,B000FBJBA4,,Detra Fitch,"Kylara ""Ky"" Vatta was thrown out of the Academy for trusting the wrong person. She returned home, avoiding media, to regroup herself. Her father, Gerard Vatta of Vatta Transport, decided Ky needed to go away until the media circus calmed down a bit. So she was sent as captain to take an old space craft on its last journey, to Belinta first and then to the scrap yard. She had a very small crew, but they were all veterans of space.
At Belinta, Ky learned that the planet had ordered agriculture ""ag"" equipment over a year ago from Sabine Prime which was picked up by another transport company and never delivered. Belinta was desperate for the equipment. No one named Vatta had ever turned down a chance to profit and Ky was no different. Ky hoped to earn enough money so that her ship could be repaired instead of scrapped. Once the personal contract was signed, she was off to Sabine Prime.
Sabine Prime gave Captain Vatta a bit of trouble, but not much, at first. Ky needed a new FTL drive before she could go anywhere. It was a vital part of the ship. Then she needed to purchase the ag equipment. The problem was figuring out how to get the money. FTL drives were very expensive. It all became worse when chaos erupted. Someone blew up the ISC's ansible platforms, so communications was all but gone. Then war ships came in. Ky's ship had no weapons and, with no FTL drive, no way to leave. She and her crew were defenseless and in the middle of a war between Sabine Prime and mercs!
**** Very good beginning to what appears to be a series or trilogy. The plots are all tied up by the end, but many sub-plots are left dangling. I would very much like to find out how one or two of them end up, especially the one from the academy.
The beginning of the book reminded me a bit of the Honor Harrington series by David Weber. Young woman, military back ground, done horribly wrong, underestimated, and very cunning. Yet by the half way mark, Ky had definitely separated herself from Honor in my mind. Ky has her own way of dealing with things and any emotional trash is put on hold until the crisis is over. All-in-all, VERY GOOD novel. I hope the sequel comes out quickly. ****
Reviewed by Detra Fitch of Huntress Reviews.",VERY good beginning to a new series/trilogy.,1074816000,,
4.0,False,"12 8, 2003",A2CR57GAJKNWVV,B000FBJBA4,,booksforabuck,"When she's kicked out of the military academy, Kylara (Ky) Vatta is quickly assigned to be Captain of one of her family's aging merchant ships. The journey will keep her out of the public eye, and give the Vatta family a chance to see what Ky can do on her own. Although Ky had been certain she would pursue a career in the military, she quickly turns to the family creed of making money. Unfortunately for Ky, a civil war in the system where she goes to pick up agricultural machinery and problems with her faster-than-light drive lead her to more adventure than most of her academy cohorts will ever see.
TRADING IN DANGER starts slowly as Ky deals with her rejection at the academy, her first command (almost babysat by extremely senior crewmen and crewwomen) and her grandmother's notorious fruitcake. Once mercenaries attack the system where she is taking on cargo and intersystem communications are lost, the pace picks up as Ky is forced to deal with irrational crewmen, mercenaries who would as soon shoot as ask questions, and passengers who have their own ideas of what to do and aren't ready to take Ky's decisions as final.
Author Elizabeth Moon delivers a satisfying story and an intriguing character in Ky Vatta. There did seem to be a number of loose ends that Moon could have integrated more fully into the story, however. The spaceship model seems just a little too perfect. How could the Master Sergeant have guessed exactly what Ky would need? And how did Ky persuade herself not to crack the obvious code that he left her? I also expected a bit more of a bang from the frequently mentioned fruitcake. This type of 'artifact' is common in first drafts but an author with Moon's skills normally eliminates them before the novel sees the printing press.
Despite its slow start and some extraneous pieces, TRADING IN DANGER is a generally satisfying read and Ky makes an interesting and multidimensional character.",Pretty good action story with fine 3-dimensional character,1070841600,,
5.0,False,"11 24, 2003",A1I2O9Y3X3HXLS,B000FBJBA4,,Arthur W Jordin,"Trading in Danger (2003) is the first novel in a new Naval SF series. Kylara Vatta is a member of a well respected trading family on Slotter Key. Despite, or maybe because of, her family's efforts to dissuade her, Ky is a senior cadet in the planet's spaceforce academy. She has exchanged rings with Hal, who has been trading the top class position with her since they joined the academy.

Now she has been called to the Superintendent's office and asked to resign because an underclassmen has complained on a public news outlet that the academy is unfairly treating his religious group. Ky had thought that she could trust him, but he deliberately took advantage of her gullibility for his own purposes. Ky had been warned by MacRobert, one of the senior NCOs, but had trusted her own feelings too much to believe him. Moreover, MacRobert seems to have presented some sort of message for her in a ship model kit, but she doesn't bother to figure it out.

A Vatta company car picks up Ky at the Academy front gate while MacRobert has the media reporters lured away to the back. She is driven to the company airfield and then flown back home. There she is fussed over, plied with new clothes, and offered the captaincy of an old ship being flown to the scrapyard on Lastway. She will have a preordered cargo for Belinta and spec cargo for Leonora.

Of course, as a brand, spanking new captain, Ky considers the odds of making a profit on the voyage and then bringing her ship up to standards. When she hears from Belinta Customs that they have an agricultural machinery shipment mislaid by Pavrati Interstellar, Ky immediately starts thinking of ways to fetch the missing shipment for the planetary government. After some concentrated negotiating, she unloads her spec cargo and heads for Sabine, the nearest source of ag machinery. Unfortunately, the FTL drive starts falling apart and then Sabine circumspace becomes a warzone. Later the combatants dump fifty hostages in her ship, albeit under contract and with auxiliary materiel and supplies, but still a strain on the ship and crew.

This story is a form of trial by happenstance, with Ky performing well personally, but having problems with some of the extra people on board. Ky has a reputation for adopting underdogs, but her real problem is that she naively trusts people who appear trustworthy. Her experiences during this voyage, however, seem to have instilled a much needed touch of cynicism in her character.

Although Ky is a merchant captain, her experiences as an officer cadet prove to be very valuable during this voyage. She also gets a opportunity to face down several people who consider her little more than a naive, inexperienced girl. A tough trip, but enlightening.

This is supposed to be the first in a new series. The author is going to have to be exceedingly clever to continue this pace in future volumes, particularly since Ky is only a merchant captain. However, the mercenary company that hired her to house the fifty hostages has actually made an offer of a commission in their unit. Ky might not be a civilian much longer.

Highly recommended for Moon fans and for anyone else who enjoys tales of adventure among the spaceways with interesting characters and tense situations.

Arthur W. Jordin",Trial By Happenstance,1069632000,,
5.0,False,"07 17, 2016",A126628FV6DFGS,B000FC0NI2,,Book lover,This one is well deserving of the awards it has won. The story was as interesting as the writing. Far better plot that Cloudstreet or The Riders.,A Good Tim Winton Novel.,1468713600,,
2.0,False,"10 10, 2014",A34B45Z25HG1LT,B000FC0NI2,,Alistair Young,"This novel by Tim Winton is as dull and boring as many a desert landscape. Much of the description is pretentiouis and fairly riduculous. For instance, why use a word such as ""boneyard"" to describe surf? A boneyard is still and dead, surf is not. And how can a Honda outboard motor possibly sound ""righteous""?",Dull,1412899200,,
5.0,False,"11 19, 2013",A37KXQPWSSLO2O,B000FC0NI2,,DJ Arboretum,"People seek a bolt hole, somewhere to avoid facing their demons, White Point and northwards. White Point easily White Pointer, the people of the town have been savaged emotionally and physically. The writing transported me to the islands with Lu, I felt the sunburn, the chaffing sand, the sticky eyes, the glare, the joy of fresh water and of playing with sharks, his healing as he gradually moves from a drone to a rhythm.",Redemption,1384819200,,
4.0,False,"07 12, 2012",A2AHAFDRBMC2M7,B000FC0NI2,,Heidiwriter,"I normally will not finish a book that has no punctuation for dialogue (Cormack McCarthy is one of those authors I just cannot read). But Dirt Music is beautifully written and is easy to keep track of who is speaking and doing what. A dramatic love story. I enjoyed it very much.

Heidi M. Thomas
author of Cowgirl Dreams and Follow the Dream",Dirt Music is a Rhapsody of a Read,1342051200,,
5.0,False,"12 31, 2009",A2LAS014NSRW72,B000FC0NI2,,Luisa Remy,"I finished Dirt Music (Tim Winton) with a sense of loss. I was sorry to see the story end, especially as no clear conclusion was reached. That's okay, I'm a grownup, I can handle there not being a defined ending (I've given up on happy endings). Without giving any spoilers, a few thoughts:

Tim Winton is so detailed and thorough that you get a sense of every detail in the scenes. The weather, the feel of the dust on your skin, the smells of the eucalyptus, as well as the emotions of the character are felt, not simply read. I didn't care for the main female character, I thought she was unsympathetic and apathetic to other characters, even the one she loves. The male lead is great, but of course, it's fiction! He has to be THAT perfect to make it work.

The main themes are overcoming your own personality flaws, and the fear of being left behind. Winton's main character Lu has lost everyone he loves; on this journey he meets several characters that could represent those faces from his past. He also has to face the reality that his own perceptions from the past may have been wrong. Horrifyingly so.

Rumor has it that this will become a film. Rachel Weisz is signed to play Georgia, which sounds fine. But there is a bit of a mystery regarding Russell Crowe and Colin Farrell. IMDB, the movie database, lists Colin as playing Lu. However, another report says Russell would play Lu. The other main male character, Jim, is pretty fascinating: he could be played by Russell but defintely not Colin. So I'm not sure which is accurate. I hope that Russell plays Lu, but he could do the character Jim Buckridge with a bit of a evil streak which might be interesting to see.

I'd be very interested to see how a screenplay could be written to show the amount of time passing as well as do justice to the Australian terrain and the long stretches without dialogue. My first reaction was that it would be compared with Tom Hank's Castaway. I think Russell could carry that, I don't think Colin has that much depth.

Anyway, this book had me take out the atlas, the dictionary, and use Google several times to see the trees and earthforms he describes. I think a geologist would particularly like this book, lots of rock talk.

Lastly, I've noticed that in the three Winton books I've read that Winton seems to idolize children, almost in a mythological way. That's not a bad thing, but it just seems that the children in his books develop almost a fairy like quality of mystery and perfection",magical,1262217600,,
